Activity,AE,W,BE,V,seqid,Length,d
antioxidative,0.0063,0.1002,0,0,573,159,1
antioxidative,0.0092,0.1333,0,0,574,435,4
antioxidative,0.0029,0.0412,0,0,575,341,1
antioxidative,0.0089,0.1252,0,0,576,450,4
antioxidative,0.0094,0.1245,0,0,577,424,4
antioxidative,0.0044,0.06,0,0,578,450,2
antioxidative,0.0204,0.2105,0,0,579,196,4
antioxidative,0.0056,0.053,0,0,580,180,1
antioxidative,0.0073,0.1429,0,0,581,137,1
antioxidative,0.0026,0.0484,0,0,582,391,1
antioxidative,0.0028,0.0665,0,0,583,356,1
antioxidative,0.0108,0.2213,0,0,584,369,4
antioxidative,0.0116,0.3324,0,0,585,172,2
antioxidative,0.0075,0.1534,0,0,586,266,2
antioxidative,0.0079,0.1197,0,0,587,379,3
antioxidative,0.0022,0.0416,0,0,588,454,1
antioxidative,0,0,0,0,589,230,0
antioxidative,0,0,0,0,590,114,0
antioxidative,0,0,0,0,591,133,0
antioxidative,0.0075,0.0833,0,0,592,400,3
antioxidative,0.0163,0.1663,0,0,593,306,5
antioxidative,0,0,0,0,594,290,0
antioxidative,0.0085,0.1257,0,0,595,355,3
antioxidative,0.0057,0.1107,0,0,596,524,3
antioxidative,0.0152,0.1745,0,0,597,528,8
antioxidative,0,0,0,0,598,431,0
antioxidative,0.0056,0.0949,0,0,599,356,2
antioxidative,0.0102,0.1468,0,0,600,489,5
antioxidative,0.0073,0.0909,0,0,601,137,1
antioxidative,0.0054,0.0827,0,0,602,551,3
antioxidative,0.0028,0.0317,0,0,603,351,1
antioxidative,0.0044,0.0773,0,0,604,457,2
antioxidative,0.0076,0.1387,0,0,605,529,4
antioxidative,0.017,0.23,0,0,606,176,3
antioxidative,0.0068,0.0794,0,0,607,292,2
antioxidative,0.0114,0.1881,0,0,608,264,3
antioxidative,0.0096,0.1027,0,0,609,417,4
antioxidative,0.0063,0.1117,0,0,610,319,2
antioxidative,0.0072,0.1659,0,0,611,553,4
antioxidative,0.0109,0.1425,0,0,612,366,4
antioxidative,0.006,0.1008,0,0,613,168,1
antioxidative,0.0039,0.0777,0,0,614,259,1
antioxidative,0,0,0,0,615,393,0
antioxidative,0.0137,0.1667,0,0,616,146,2
antioxidative,0.0161,0.2085,0,0,617,311,5
antioxidative,0.0065,0.0765,0,0,618,306,2
antioxidative,0.0052,0.2488,0,0,619,191,1
antioxidative,0.0096,0.1187,0,0,620,519,5
antioxidative,0,0,0,0,621,405,0
antioxidative,0.0023,0.0387,0,0,622,438,1
antioxidative,0,0,0,0,623,211,0
antioxidative,0.0057,0.0906,0,0,624,175,1
antioxidative,0.0083,0.1244,0,0,625,120,1
antioxidative,0.0108,0.1057,0,0,626,186,2
antioxidative,0.0018,0.0562,0,0,627,562,1
antioxidative,0.0037,0.0581,0,0,628,267,1
antioxidative,0,0,0,0,629,317,0
antioxidative,0.0071,0.0997,0,0,630,281,2
antioxidative,0.0049,0.0909,0,0,631,204,1
antioxidative,0.011,0.1532,0,0,632,362,4
antioxidative,0.0109,0.1662,0,0,633,366,4
antioxidative,0.0053,0.0455,0,0,634,189,1
antioxidative,0.0089,0.1424,0,0,635,112,1
antioxidative,0.008,0.1423,0,0,636,249,2
antioxidative,0.0078,0.25,0,0,637,128,1
antioxidative,0.005,0.0917,0,0,638,404,2
antioxidative,0.0072,0.1818,0,0,639,278,2
antioxidative,0.002,0.0366,0,0,640,494,1
antioxidative,0.0154,0.182,0,0,641,390,6
antioxidative,0,0,0,0,642,143,0
antioxidative,0,0,0,0,643,109,0
antioxidative,0.0025,0.0343,0,0,644,398,1
antioxidative,0,0,0,0,645,345,0
antioxidative,0.0039,0.0646,0,0,646,513,2
antioxidative,0.0039,0.0518,0,0,647,518,2
antioxidative,0.004,0.0581,0,0,648,247,1
antioxidative,0,0,0,0,649,151,0
antioxidative,0.0073,0.1174,0,0,650,547,4
antioxidative,0.0079,0.117,0,0,651,252,2
antioxidative,0.004,0.0675,0,0,652,253,1
antioxidative,0.0024,0.0507,0,0,653,423,1
antioxidative,0.0144,0.2496,0,0,654,208,3
antioxidative,0.0082,0.1208,0,0,655,368,3
antioxidative,0.0021,0.0329,0,0,656,486,1
antioxidative,0.0045,0.0672,0,0,657,224,1
antioxidative,0.0157,0.1224,0,0,658,382,6
antioxidative,0.0029,0.0478,0,0,659,346,1
antioxidative,0,0,0,0,660,358,0
antioxidative,0.01,0.1577,0,0,661,599,6
antioxidative,0.0104,0.1479,0,0,662,384,4
antioxidative,0.0211,0.2863,0,0,663,190,4
antioxidative,0.0045,0.0957,0,0,664,447,2
antioxidative,0.0143,0.1819,0,0,665,140,2
antioxidative,0.0036,0.0418,0,0,666,557,2
antioxidative,0.0122,0.2125,0,0,667,575,7
antioxidative,0,0,0,0,668,205,0
antioxidative,0,0,0,0,669,113,0
antioxidative,0.0081,0.0913,0,0,670,124,1
antioxidative,0.0091,0.0715,0,0,671,440,4
antioxidative,0.0026,0.034,0,0,672,379,1
antioxidative,0.0017,0.0563,0,0,673,597,1
antioxidative,0.021,0.2503,0,0,674,143,3
antioxidative,0.0253,0.2945,0,0,675,198,5
antioxidative,0.0033,0.0479,0,0,676,305,1
antioxidative,0,0,0,0,677,147,0
antioxidative,0.0099,0.1429,0,0,678,303,3
antioxidative,0.0108,0.2512,0,0,679,186,2
antioxidative,0.0034,0.1006,0,0,680,296,1
antioxidative,0.0117,0.1202,0,0,681,257,3
antioxidative,0.0058,0.0767,0,0,682,516,3
antioxidative,0.0095,0.1813,0,0,683,210,2
antioxidative,0.0099,0.2,0,0,684,101,1
antioxidative,0,0,0,0,685,526,0
antioxidative,0.0142,0.121,0,0,686,281,4
antioxidative,0,0,0,0,687,503,0
antioxidative,0.0061,0.0912,0,0,688,329,2
antioxidative,0.008,0.1674,0,0,689,251,2
antioxidative,0.0093,0.1424,0,0,690,429,4
antioxidative,0,0,0,0,691,110,0
antioxidative,0.0038,0.0548,0,0,692,533,2
antioxidative,0.011,0.2625,0,0,693,453,5
antioxidative,0.0076,0.0976,0,0,694,526,4
antioxidative,0.018,0.2761,0,0,695,445,8
antioxidative,0.0033,0.0711,0,0,696,302,1
antioxidative,0.0133,0.2848,0,0,697,150,2
antioxidative,0.0051,0.1104,0,0,698,585,3
antioxidative,0.0053,0.0948,0,0,699,376,2
antioxidative,0.0272,0.3119,0,0,700,367,10
antioxidative,0,0,0,0,701,356,0
antioxidative,0.011,0.1112,0,0,702,182,2
antioxidative,0.005,0.0838,0,0,703,201,1
antioxidative,0.0045,0.1243,0,0,704,221,1
antioxidative,0.0019,0.0479,0,0,705,529,1
antioxidative,0,0,0,0,706,191,0
antioxidative,0.0027,0.0616,0,0,707,365,1
antioxidative,0.0085,0.4971,0,0,708,234,2
antioxidative,0.0058,0.1007,0,0,709,521,3
antioxidative,0,0,0,0,710,102,0
antioxidative,0.0076,0.1105,0,0,711,523,4
antioxidative,0,0,0,0,712,269,0
antioxidative,0.0059,0.0716,0,0,713,170,1
antioxidative,0.0137,0.25,0,0,714,365,5
antioxidative,0.0036,0.0525,0,0,715,554,2
antioxidative,0.0131,0.1475,0,0,716,383,5
antioxidative,0,0,0,0,717,120,0
antioxidative,0,0,0,0,718,358,0
antioxidative,0.0095,0.125,0,0,719,421,4
antioxidative,0.0042,0.0708,0,0,720,236,1
antioxidative,0.0027,0.0517,0,0,721,364,1
antioxidative,0.0054,0.0806,0,0,722,552,3
antioxidative,0.004,0.0478,0,0,723,251,1
antioxidative,0.0093,0.222,0,0,724,215,2
antioxidative,0,0,0,0,725,234,0
antioxidative,0.0051,0.0831,0,0,726,586,3
antioxidative,0.0063,0.0765,0,0,727,474,3
antioxidative,0.0062,0.1662,0,0,728,161,1
antioxidative,0.0019,0.0549,0,0,729,520,1
antioxidative,0.0325,0.444,0,0,730,123,4
antioxidative,0.004,0.0518,0,0,731,505,2
antioxidative,0.0134,0.2851,0,0,732,298,4
antioxidative,0.0072,0.1109,0,0,733,555,4
antioxidative,0.0056,0.1055,0,0,734,358,2
antioxidative,0,0,0,0,735,222,0
antioxidative,0.0063,0.0748,0,0,736,475,3
antioxidative,0.0041,0.048,0,0,737,246,1
antioxidative,0.0136,0.2282,0,0,738,587,8
antioxidative,0.0115,0.1246,0,0,739,260,3
antioxidative,0.0039,0.1005,0,0,740,258,1
antioxidative,0,0,0,0,741,219,0
antioxidative,0,0,0,0,742,153,0
antioxidative,0.0079,0.125,0,0,743,380,3
antioxidative,0,0,0,0,744,155,0
antioxidative,0.0123,0.0823,0,0,745,408,5
antioxidative,0.0087,0.2514,0,0,746,231,2
antioxidative,0.0187,0.2087,0,0,747,268,5
antioxidative,0.0087,0.1663,0,0,748,459,4
antioxidative,0.0136,0.3325,0,0,749,220,3
antioxidative,0.0042,0.036,0,0,750,480,2
antioxidative,0.0128,0.1582,0,0,751,235,3
antioxidative,0,0,0,0,752,115,0
antioxidative,0,0,0,0,753,176,0
antioxidative,0.0034,0.0421,0,0,754,297,1
antioxidative,0.0062,0.1247,0,0,755,161,1
antioxidative,0.0128,0.1537,0,0,756,156,2
antioxidative,0.0105,0.1502,0,0,757,286,3
antioxidative,0.0183,0.2493,0,0,758,109,2
antioxidative,0.0108,0.1348,0,0,759,462,5
antioxidative,0,0,0,0,760,403,0
antioxidative,0.0062,0.0628,0,0,761,162,1
antioxidative,0.0047,0.0628,0,0,762,214,1
antioxidative,0,0,0,0,763,291,0
antioxidative,0.0066,0.0833,0,0,764,303,2
antioxidative,0.0134,0.1165,0,0,765,374,5
antioxidative,0.0077,0.0739,0,0,766,259,2
antioxidative,0.0041,0.0522,0,0,767,242,1
antioxidative,0.0252,0.292,0,0,768,278,7
antioxidative,0,0,0,0,769,283,0
antioxidative,0.0037,0.0918,0,0,770,546,2
antioxidative,0.0196,0.2271,0,0,771,255,5
antioxidative,0.005,0.0735,0,0,772,397,2
antioxidative,0.0082,0.1053,0,0,773,488,4
antioxidative,0.0057,0.0661,0,0,774,174,1
antioxidative,0.0211,0.3748,0,0,775,284,6
antioxidative,0.0135,0.192,0,0,776,370,5
antioxidative,0,0,0,0,777,183,0
antioxidative,0.0027,0.0364,0,0,778,364,1
antioxidative,0.0073,0.1429,0,0,779,137,1
antioxidative,0.0128,0.1387,0,0,780,390,5
antioxidative,0.003,0.0521,0,0,781,330,1
antioxidative,0,0,0,0,782,227,0
antioxidative,0.0123,0.1179,0,0,783,163,2
antioxidative,0.0046,0.0684,0,0,784,431,2
antioxidative,0.0105,0.1542,0,0,785,191,2
antioxidative,0.006,0.1109,0,0,786,499,3
antioxidative,0.0035,0.0474,0,0,787,569,2
antioxidative,0.0097,0.111,0,0,788,206,2
antioxidative,0,0,0,0,789,129,0
antioxidative,0.0106,0.1573,0,0,790,282,3
antioxidative,0,0,0,0,791,230,0
antioxidative,0.0108,0.1256,0,0,792,186,2
antioxidative,0.0148,0.1215,0,0,793,271,4
antioxidative,0.0094,0.1307,0,0,794,320,3
antioxidative,0.0065,0.1074,0,0,795,463,3
antioxidative,0.0098,0.2008,0,0,796,205,2
antioxidative,0.0053,0.0879,0,0,797,564,3
antioxidative,0.0144,0.1335,0,0,798,139,2
antioxidative,0.0106,0.2078,0,0,799,471,5
antioxidative,0.0076,0.0799,0,0,800,263,2
antioxidative,0.0142,0.1506,0,0,801,212,3
antioxidative,0,0,0,0,802,480,0
antioxidative,0,0,0,0,803,492,0
antioxidative,0.0102,0.1064,0,0,804,490,5
antioxidative,0.0047,0.1116,0,0,805,214,1
antioxidative,0.009,0.1243,0,0,806,221,2
antioxidative,0.0034,0.0582,0,0,807,582,2
antioxidative,0.0038,0.088,0,0,808,533,2
antioxidative,0.0166,0.1502,0,0,809,181,3
antioxidative,0,0,0,0,810,336,0
antioxidative,0.0055,0.1259,0,0,811,183,1
antioxidative,0,0,0,0,812,324,0
antioxidative,0.0082,0.1111,0,0,813,122,1
antioxidative,0.0036,0.0341,0,0,814,549,2
antioxidative,0.0166,0.2147,0,0,815,181,3
antioxidative,0,0,0,0,816,334,0
antioxidative,0.005,0.1992,0,0,817,199,1
antioxidative,0,0,0,0,818,228,0
antioxidative,0.0032,0.0899,0,0,819,309,1
antioxidative,0,0,0,0,820,241,0
antioxidative,0.0082,0.1667,0,0,821,122,1
antioxidative,0.0053,0.0915,0,0,822,380,2
antioxidative,0,0,0,0,823,221,0
antioxidative,0.0224,0.2144,0,0,824,134,3
antioxidative,0.006,0.0709,0,0,825,331,2
antioxidative,0.0103,0.0913,0,0,826,195,2
antioxidative,0,0,0,0,827,267,0
antioxidative,0.005,0.0474,0,0,828,199,1
antioxidative,0.0046,0.1437,0,0,829,219,1
antioxidative,0.0077,0.1252,0,0,830,130,1
antioxidative,0.0025,0.034,0,0,831,394,1
antioxidative,0,0,0,0,832,486,0
antioxidative,0.0075,0.1656,0,0,833,265,2
antioxidative,0.0084,0.1181,0,0,834,239,2
antioxidative,0.0022,0.0427,0,0,835,447,1
antioxidative,0.0102,0.1882,0,0,836,295,3
antioxidative,0,0,0,0,837,223,0
antioxidative,0.007,0.1148,0,0,838,426,3
antioxidative,0,0,0,0,839,156,0
antioxidative,0.0042,0.0385,0,0,840,238,1
antioxidative,0.0046,0.0876,0,0,841,438,2
antioxidative,0,0,0,0,842,174,0
antioxidative,0.0053,0.0797,0,0,843,571,3
antioxidative,0.0229,0.192,0,0,844,218,5
antioxidative,0.0088,0.1422,0,0,845,226,2
antioxidative,0,0,0,0,846,293,0
antioxidative,0.003,0.0634,0,0,847,338,1
antioxidative,0.0116,0.1545,0,0,848,173,2
antioxidative,0,0,0,0,849,140,0
antioxidative,0.0074,0.1041,0,0,850,408,3
antioxidative,0,0,0,0,851,436,0
antioxidative,0.009,0.1056,0,0,852,446,4
antioxidative,0.0025,0.0518,0,0,853,393,1
antioxidative,0.0166,0.176,0,0,854,541,9
antioxidative,0.0061,0.0669,0,0,855,329,2
antioxidative,0,0,0,0,856,249,0
antioxidative,0.0127,0.1673,0,0,857,158,2
antioxidative,0.0049,0.1116,0,0,858,205,1
antioxidative,0.0022,0.0407,0,0,859,462,1
antioxidative,0.0093,0.1152,0,0,860,322,3
antioxidative,0.0079,0.1421,0,0,861,504,4
antioxidative,0.0058,0.1671,0,0,862,173,1
antioxidative,0.0181,0.1946,0,0,863,441,8
antioxidative,0.0068,0.0783,0,0,864,438,3
antioxidative,0.0068,0.1905,0,0,865,588,4
antioxidative,0.0024,0.0407,0,0,866,424,1
antioxidative,0.0201,0.1361,0,0,867,149,3
antioxidative,0,0,0,0,868,356,0
antioxidative,0,0,0,0,869,421,0
antioxidative,0.0072,0.1118,0,0,870,559,4
antioxidative,0.0061,0.1245,0,0,871,490,3
antioxidative,0,0,0,0,872,142,0
antioxidative,0.0066,0.1419,0,0,873,452,3
antioxidative,0,0,0,0,874,322,0
antioxidative,0,0,0,0,875,326,0
antioxidative,0.0049,0.1437,0,0,876,410,2
antioxidative,0.0084,0.0625,0,0,877,119,1
antioxidative,0.0094,0.1366,0,0,878,320,3
antioxidative,0.0132,0.1181,0,0,879,152,2
antioxidative,0.0165,0.1801,0,0,880,546,9
antioxidative,0.0142,0.174,0,0,881,282,4
antioxidative,0.0103,0.2,0,0,882,194,2
antioxidative,0.014,0.2226,0,0,883,143,2
antioxidative,0.011,0.2785,0,0,884,456,5
antioxidative,0.0048,0.0773,0,0,885,419,2
antioxidative,0.003,0.0455,0,0,886,334,1
antioxidative,0.0026,0.0432,0,0,887,382,1
antioxidative,0.0074,0.1175,0,0,888,540,4
antioxidative,0,0,0,0,889,125,0
antioxidative,0.0069,0.0795,0,0,890,288,2
antioxidative,0.0022,0.052,0,0,891,449,1
antioxidative,0.005,0.0994,0,0,892,398,2
antioxidative,0.0092,0.1294,0,0,893,436,4
antioxidative,0.0051,0.1437,0,0,894,592,3
antioxidative,0,0,0,0,895,318,0
antioxidative,0.0028,0.0391,0,0,896,363,1
antioxidative,0,0,0,0,897,375,0
antioxidative,0.0053,0.118,0,0,898,379,2
antioxidative,0.004,0.0775,0,0,899,504,2
antioxidative,0.0083,0.1663,0,0,900,361,3
antioxidative,0.0138,0.1663,0,0,901,289,4
antioxidative,0.0042,0.1429,0,0,902,238,1
antioxidative,0.002,0.0556,0,0,903,500,1
antioxidative,0.005,0.0673,0,0,904,202,1
antioxidative,0.0079,0.1152,0,0,905,379,3
antioxidative,0.0096,0.1005,0,0,906,314,3
antioxidative,0.0059,0.1103,0,0,907,505,3
antioxidative,0,0,0,0,908,232,0
antioxidative,0,0,0,0,909,235,0
antioxidative,0,0,0,0,910,440,0
antioxidative,0.0072,0.1667,0,0,911,556,4
antioxidative,0.0037,0.0867,0,0,912,539,2
antioxidative,0.0063,0.091,0,0,913,159,1
antioxidative,0.0037,0.0911,0,0,914,271,1
antioxidative,0,0,0,0,915,158,0
antioxidative,0.006,0.0904,0,0,916,497,3
antioxidative,0.0035,0.0494,0,0,917,579,2
antioxidative,0,0,0,0,918,305,0
antioxidative,0.0058,0.062,0,0,919,342,2
antioxidative,0,0,0,0,920,155,0
antioxidative,0.0076,0.1532,0,0,921,262,2
antioxidative,0,0,0,0,922,262,0
antioxidative,0.0087,0.1429,0,0,923,230,2
antioxidative,0,0,0,0,924,290,0
antioxidative,0.0026,0.0912,0,0,925,386,1
antioxidative,0.0127,0.2099,0,0,926,314,4
antioxidative,0.0097,0.1248,0,0,927,206,2
antioxidative,0.0409,0.3041,0,0,928,171,7
antioxidative,0.0057,0.0624,0,0,929,350,2
antioxidative,0.0103,0.1427,0,0,930,388,4
antioxidative,0.003,0.0421,0,0,931,337,1
antioxidative,0.0043,0.071,0,0,932,462,2
antioxidative,0.0073,0.1429,0,0,933,137,1
antioxidative,0.0029,0.0898,0,0,934,341,1
antioxidative,0.005,0.0722,0,0,935,202,1
antioxidative,0.0031,0.0504,0,0,936,325,1
antioxidative,0.0093,0.167,0,0,937,431,4
antioxidative,0.0047,0.0916,0,0,938,429,2
antioxidative,0,0,0,0,939,257,0
antioxidative,0,0,0,0,940,197,0
antioxidative,0.0196,0.2857,0,0,941,306,6
antioxidative,0,0,0,0,942,454,0
antioxidative,0.0065,0.126,0,0,943,155,1
antioxidative,0.0142,0.2272,0,0,944,352,5
antioxidative,0.0042,0.118,0,0,945,477,2
antioxidative,0.0062,0.1105,0,0,946,481,3
antioxidative,0.0093,0.1032,0,0,947,322,3
antioxidative,0.0119,0.0923,0,0,948,419,5
antioxidative,0.0025,0.0984,0,0,949,394,1
antioxidative,0.0076,0.0963,0,0,950,393,3
antioxidative,0,0,0,0,951,184,0
antioxidative,0.0037,0.0685,0,0,952,537,2
antioxidative,0.0062,0.1994,0,0,953,161,1
antioxidative,0,0,0,0,954,385,0
antioxidative,0.0216,0.231,0,0,955,139,3
antioxidative,0.0063,0.1252,0,0,956,159,1
antioxidative,0.0028,0.0493,0,0,957,352,1
antioxidative,0.0132,0.1254,0,0,958,304,4
antioxidative,0.014,0.1424,0,0,959,356,5
antioxidative,0,0,0,0,960,110,0
antioxidative,0.0211,0.2004,0,0,961,190,4
antioxidative,0.0108,0.161,0,0,962,462,5
antioxidative,0,0,0,0,963,199,0
antioxidative,0,0,0,0,964,433,0
antioxidative,0.0032,0.0338,0,0,965,317,1
antioxidative,0.0038,0.0373,0,0,966,265,1
antioxidative,0.0144,0.2003,0,0,967,139,2
antioxidative,0.0171,0.1841,0,0,968,409,7
antioxidative,0.0153,0.2227,0,0,969,131,2
antioxidative,0.0067,0.1248,0,0,970,149,1
antioxidative,0.0044,0.0458,0,0,971,229,1
antioxidative,0.0263,0.3333,0,0,972,152,4
antioxidative,0,0,0,0,973,117,0
antioxidative,0.0085,0.2005,0,0,974,118,1
antioxidative,0.0042,0.0768,0,0,975,475,2
antioxidative,0,0,0,0,976,539,0
antioxidative,0.007,0.142,0,0,977,142,1
antioxidative,0,0,0,0,978,187,0
antioxidative,0.0067,0.25,0,0,979,149,1
antioxidative,0.008,0.0831,0,0,980,374,3
antioxidative,0.0101,0.1942,0,0,981,596,6
antioxidative,0.003,0.0546,0,0,982,328,1
antioxidative,0.0092,0.1003,0,0,983,218,2
antioxidative,0,0,0,0,984,155,0
antioxidative,0,0,0,0,985,173,0
antioxidative,0.0063,0.0905,0,0,986,158,1
antioxidative,0,0,0,0,987,245,0
antioxidative,0.005,0.0642,0,0,988,398,2
antioxidative,0.0047,0.1002,0,0,989,213,1
antioxidative,0,0,0,0,990,175,0
antioxidative,0.0039,0.0736,0,0,991,509,2
antioxidative,0.0119,0.1253,0,0,992,505,6
antioxidative,0.0104,0.1557,0,0,993,479,5
antioxidative,0.005,0.0842,0,0,994,202,1
antioxidative,0.0096,0.1217,0,0,995,418,4
antioxidative,0,0,0,0,996,289,0
antioxidative,0,0,0,0,997,333,0
antioxidative,0.0087,0.1396,0,0,998,578,5
antioxidative,0.0062,0.0998,0,0,999,161,1
antioxidative,0.008,0.1667,0,0,1000,250,2
antioxidative,0.0117,0.177,0,0,1001,257,3
antioxidative,0.0082,0.1436,0,0,1002,490,4
antioxidative,0.0048,0.1103,0,0,1003,207,1
antioxidative,0.0065,0.0688,0,0,1004,307,2
antioxidative,0.0047,0.0906,0,0,1005,212,1
antioxidative,0,0,0,0,1006,239,0
antioxidative,0.0055,0.0911,0,0,1007,182,1
antioxidative,0.0073,0.0873,0,0,1008,275,2
antioxidative,0.0192,0.235,0,0,1009,208,4
antioxidative,0.0037,0.0721,0,0,1010,273,1
antioxidative,0,0,0,0,1011,270,0
antioxidative,0.0061,0.0686,0,0,1012,495,3
antioxidative,0.0054,0.0914,0,0,1013,186,1
antioxidative,0,0,0,0,1014,351,0
antioxidative,0.0029,0.0526,0,0,1015,345,1
antioxidative,0.0072,0.0666,0,0,1016,555,4
antioxidative,0,0,0,0,1017,110,0
antioxidative,0,0,0,0,1018,311,0
antioxidative,0.0025,0.0564,0,0,1019,406,1
antioxidative,0,0,0,0,1020,303,0
antioxidative,0.0042,0.055,0,0,1021,472,2
antioxidative,0.0021,0.0289,0,0,1022,482,1
antioxidative,0,0,0,0,1023,504,0
antioxidative,0,0,0,0,1024,185,0
antioxidative,0.0095,0.1182,0,0,1025,423,4
antioxidative,0.0083,0.125,0,0,1026,241,2
antioxidative,0.0094,0.1219,0,0,1027,532,5
antioxidative,0.0079,0.1254,0,0,1028,254,2
antioxidative,0.0115,0.1567,0,0,1029,436,5
antioxidative,0,0,0,0,1030,177,0
antioxidative,0.0039,0.0826,0,0,1031,254,1
antioxidative,0.0082,0.1494,0,0,1032,364,3
antioxidative,0,0,0,0,1033,100,0
antioxidative,0.0063,0.0709,0,0,1034,315,2
antioxidative,0.0099,0.2166,0,0,1035,503,5
antioxidative,0.0087,0.1663,0,0,1036,459,4
antioxidative,0.006,0.1327,0,0,1037,332,2
antioxidative,0.0061,0.0741,0,0,1038,328,2
antioxidative,0.0031,0.0557,0,0,1039,323,1
antioxidative,0.0045,0.1009,0,0,1040,224,1
antioxidative,0.0049,0.0959,0,0,1041,411,2
antioxidative,0.0065,0.1115,0,0,1042,309,2
antioxidative,0.0181,0.1878,0,0,1043,166,3
antioxidative,0.0053,0.0711,0,0,1044,376,2
antioxidative,0.018,0.2004,0,0,1045,167,3
antioxidative,0,0,0,0,1046,377,0
antioxidative,0,0,0,0,1047,208,0
antioxidative,0.018,0.2731,0,0,1048,334,6
antioxidative,0,0,0,0,1049,107,0
antioxidative,0,0,0,0,1050,250,0
antioxidative,0.0105,0.138,0,0,1051,381,4
antioxidative,0,0,0,0,1052,350,0
antioxidative,0.0019,0.0353,0,0,1053,519,1
antioxidative,0.0064,0.1422,0,0,1054,311,2
antioxidative,0.0148,0.1997,0,0,1055,135,2
antioxidative,0,0,0,0,1056,376,0
antioxidative,0.0047,0.0643,0,0,1057,424,2
antioxidative,0.004,0.0833,0,0,1058,250,1
antioxidative,0.0159,0.1541,0,0,1059,252,4
antioxidative,0.0099,0.0718,0,0,1060,406,4
antioxidative,0.0108,0.1182,0,0,1061,186,2
antioxidative,0.0038,0.0661,0,0,1062,261,1
antioxidative,0.01,0.1497,0,0,1063,599,6
antioxidative,0.0042,0.0667,0,0,1064,476,2
antioxidative,0,0,0,0,1065,128,0
antioxidative,0,0,0,0,1066,480,0
antioxidative,0.0061,0.0956,0,0,1067,329,2
antioxidative,0.0051,0.0701,0,0,1068,591,3
antioxidative,0.0043,0.0903,0,0,1069,462,2
antioxidative,0.0113,0.1477,0,0,1070,353,4
antioxidative,0.0063,0.1422,0,0,1071,158,1
antioxidative,0.0077,0.1246,0,0,1072,259,2
antioxidative,0.0372,0.3333,0,0,1073,215,8
antioxidative,0.0097,0.1304,0,0,1074,309,3
antioxidative,0.0071,0.0698,0,0,1075,423,3
antioxidative,0.0065,0.106,0,0,1076,310,2
antioxidative,0.0043,0.0543,0,0,1077,467,2
antioxidative,0.0025,0.0518,0,0,1078,393,1
antioxidative,0.0097,0.0952,0,0,1079,412,4
antioxidative,0.0017,0.0284,0,0,1080,584,1
antioxidative,0.0101,0.1165,0,0,1081,496,5
antioxidative,0.0025,0.0505,0,0,1082,404,1
antioxidative,0.0094,0.1049,0,0,1083,212,2
antioxidative,0.0056,0.0606,0,0,1084,357,2
antioxidative,0.0236,0.2999,0,0,1085,127,3
antioxidative,0.0045,0.0689,0,0,1086,444,2
antioxidative,0.0042,0.083,0,0,1087,237,1
antioxidative,0.0076,0.0935,0,0,1088,529,4
antioxidative,0,0,0,0,1089,523,0
antioxidative,0.0037,0.0512,0,0,1090,540,2
antioxidative,0.0086,0.1356,0,0,1091,347,3
antioxidative,0.0159,0.21,0,0,1092,251,4
antioxidative,0,0,0,0,1093,182,0
antioxidative,0.0087,0.1107,0,0,1094,229,2
antioxidative,0,0,0,0,1095,371,0
antioxidative,0.0124,0.1759,0,0,1096,241,3
antioxidative,0.0171,0.1464,0,0,1097,351,6
antioxidative,0.0156,0.1926,0,0,1098,321,5
antioxidative,0.0065,0.091,0,0,1099,462,3
antioxidative,0,0,0,0,1100,394,0
antioxidative,0.0062,0.0628,0,0,1101,162,1
antioxidative,0.0056,0.0776,0,0,1102,180,1
antioxidative,0.0043,0.0824,0,0,1103,230,1
antioxidative,0.004,0.0772,0,0,1104,251,1
antioxidative,0.0264,0.2591,0,0,1105,265,7
antioxidative,0.0061,0.0774,0,0,1106,165,1
antioxidative,0.0163,0.363,0,0,1107,245,4
antioxidative,0.0058,0.062,0,0,1108,342,2
antioxidative,0.0067,0.25,0,0,1109,299,2
antioxidative,0.0055,0.0855,0,0,1110,544,3
antioxidative,0.009,0.1325,0,0,1111,221,2
antioxidative,0.002,0.0426,0,0,1112,512,1
antioxidative,0.0038,0.0768,0,0,1113,525,2
antioxidative,0.0031,0.1006,0,0,1114,325,1
antioxidative,0,0,0,0,1115,167,0
antioxidative,0.005,0.0938,0,0,1116,600,3
antioxidative,0.0073,0.0906,0,0,1117,546,4
antioxidative,0.0169,0.2315,0,0,1118,178,3
antioxidative,0.0072,0.1113,0,0,1119,139,1
antioxidative,0.0074,0.0865,0,0,1120,269,2
antioxidative,0.0073,0.1429,0,0,1121,137,1
antioxidative,0,0,0,0,1122,199,0
antioxidative,0.0101,0.2008,0,0,1123,596,6
antioxidative,0.0068,0.1252,0,0,1124,442,3
antioxidative,0.0132,0.2312,0,0,1125,455,6
antioxidative,0.0118,0.1464,0,0,1126,509,6
antioxidative,0.0085,0.0948,0,0,1127,234,2
antioxidative,0.0061,0.1115,0,0,1128,329,2
antioxidative,0,0,0,0,1129,351,0
antioxidative,0,0,0,0,1130,159,0
antioxidative,0.0031,0.0477,0,0,1131,323,1
antioxidative,0.0092,0.1673,0,0,1132,109,1
antioxidative,0.019,0.3327,0,0,1133,105,2
antioxidative,0.0205,0.1694,0,0,1134,438,9
antioxidative,0.0017,0.0347,0,0,1135,572,1
